TIPO,REF,Etapa,ACCT,BUDGET
Below the Line,Detalle,2nd Unit,3683-138,90000
Below the Line,Detalle,,3683-141,0
Below the Line,Detalle,2nd Unit,3683-142,10800
Below the Line,Detalle,2nd Unit,3683-143,21600
Below the Line,Detalle,2nd Unit,3683-144,10800
Below the Line,Detalle,,3683-147,0
Below the Line,Detalle,2nd Unit,3683-148,15000
Below the Line,Detalle,2nd Unit,3683-149,30000
Below the Line,Detalle,2nd Unit,3683-150,15000
Below the Line,Detalle,,3683-153,0
Below the Line,Detalle,2nd Unit,3683-154,112000
Below the Line,Detalle,,3683-157,0
Below the Line,Detalle,2nd Unit,3683-158,45000
Below the Line,Detalle,,3683-161,0
Below the Line,Detalle,2nd Unit,3683-162,56000
Below the Line,Detalle,,3683-165,0
Below the Line,Detalle,2nd Unit,3683-166,30000
Below the Line,Detalle,,3683-169,0
Below the Line,Detalle,2nd Unit,3683-170,15000
Below the Line,Detalle,2nd Unit,3683-171,30000
Below the Line,Detalle,2nd Unit,3683-172,7500
Below the Line,Detalle,,3683-175,0
Below the Line,Detalle,2nd Unit,3683-176,11000
Below the Line,Detalle,,3683-179,0
Below the Line,Detalle,2nd Unit,3683-180,22000
Below the Line,Detalle,2nd Unit,3683-181,44000
Below the Line,Detalle,2nd Unit,3683-182,11000
Below the Line,Detalle,,3683-185,0
Below the Line,Detalle,2nd Unit,3683-186,11000
Below the Line,Detalle,2nd Unit,3683-187,44000
Below the Line,Detalle,2nd Unit,3683-188,11000
Below the Line,Detalle,,3683-191,0
Below the Line,Detalle,2nd Unit,3683-192,12000
Below the Line,Detalle,2nd Unit,3683-193,48000
Below the Line,Detalle,2nd Unit,3683-194,8000
Below the Line,Detalle,,3683-197,0
Below the Line,Detalle,2nd Unit,3683-198,11250
Below the Line,Detalle,2nd Unit,3683-199,45000
Below the Line,Detalle,2nd Unit,3683-200,7500
Below the Line,Detalle,2nd Unit,3683-202,
Below the Line,Detalle,ALL SHOW,3683-204,
Below the Line,Sub cuenta,,3698,50000
Below the Line,Detalle,,3698-002,0
Below the Line,Detalle,SHOOT,3698-003,50000
Below the Line,Cuenta General,,3700,810000
Below the Line,Sub cuenta,,3716,90000
Below the Line,Detalle,,3716-002,0
Below the Line,Detalle,ALL SHOW,3716-003,90000
Below the Line,Sub cuenta,,3793,720000
Below the Line,Detalle,,3793-002,0
Below the Line,Detalle,ALL SHOW,3793-003,720000
Below the Line,Cuenta General,,3800,747019
Below the Line,Sub cuenta,,3807,438400
Below the Line,Detalle,,3807-002,0
Below the Line,Detalle,POST,3807-003,50400
Below the Line,Detalle,,3807-006,0
Below the Line,Detalle,POST,3807-007,84000
Below the Line,Detalle,,3807-010,0
Below the Line,Detalle,POST,3807-011,152000
Below the Line,Detalle,POST,3807-012,152000
Below the Line,Sub cuenta,,3813,197119
Below the Line,Detalle,,3813-002,0
Below the Line,Detalle,POST,3813-003,197118.96
Below the Line,Sub cuenta,,3894,111500
Below the Line,Detalle,,3894-002,0
Below the Line,Detalle,ALL SHOW,3894-003,96000
Below the Line,Detalle,,3894-006,0
Below the Line,Detalle,ALL SHOW,3894-007,15500
Below the Line,Cuenta General,,3900,5965292.85
Below the Line,Sub cuenta,,3901,210701
Below the Line,Detalle,,3901-002,0
Below the Line,Detalle,ALL SHOW,3901-003,2250
Below the Line,Detalle,ALL SHOW,3901-004,2250
Below the Line,Detalle,,3901-007,0
Below the Line,Detalle,ALL SHOW,3901-008,2451
Below the Line,Detalle,ALL SHOW,3901-009,2250
Below the Line,Detalle,,3901-012,0
Below the Line,Detalle,ALL SHOW,3901-013,2250
Below the Line,Detalle,ALL SHOW,3901-014,2250
Below the Line,Detalle,,3901-017,0
Below the Line,Detalle,ALL SHOW,3901-018,2250
Below the Line,Detalle,ALL SHOW,3901-019,2250
Below the Line,Detalle,,3901-022,0
Below the Line,Detalle,ALL SHOW,3901-023,2250
Below the Line,Detalle,ALL SHOW,3901-024,2250
Below the Line,Detalle,,3901-027,0
Below the Line,Detalle,ALL SHOW,3901-028,2250
Below the Line,Detalle,ALL SHOW,3901-029,2250
Below the Line,Detalle,,3901-032,0
Below the Line,Detalle,ALL SHOW,3901-033,9000
Below the Line,Detalle,ALL SHOW,3901-034,9000
Below the Line,Detalle,,3901-037,0
Below the Line,Detalle,ALL SHOW,3901-038,40500
Below the Line,Detalle,ALL SHOW,3901-039,40500
Below the Line,Detalle,,3901-042,0
Below the Line,Detalle,ALL SHOW,3901-043,2250
Below the Line,Detalle,ALL SHOW,3901-044,2250
Below the Line,Detalle,,3901-047,0
Below the Line,Detalle,ALL SHOW,3901-048,40000
Below the Line,Detalle,ALL SHOW,3901-049,40000
Below the Line,Detalle,ALL SHOW,3901-051,
Below the Line,Sub cuenta,,3902,4360556
Below the Line,Detalle,,3902-002,0
Below the Line,Detalle,ALL SHOW,3902-003,201600
Below the Line,Detalle,,3902-006,0
Below the Line,Detalle,PREP,3902-007,374400
Below the Line,Detalle,SHOOT,3902-008,1719900
Below the Line,Detalle,WRAP,3902-009,230400
Below the Line,Detalle,,3902-012,0
Below the Line,Detalle,2nd Unit,3902-013,31500
Below the Line,Detalle,2nd Unit,3902-014,226800
Below the Line,Detalle,2nd Unit,3902-015,13500
Below the Line,Detalle,,3902-018,0
Below the Line,Detalle,SHOOT,3902-019,37035
Below the Line,Detalle,2nd Unit,3902-020,4320
Below the Line,Detalle,ALL SHOW,3902-021,2200
Below the Line,Detalle,,3902-024,0
Below the Line,Detalle,PREP,3902-025,53529.56
Below the Line,Detalle,SHOOT,3902-026,401471.7
Below the Line,Detalle,WRAP,3902-027,11470.62
Below the Line,Detalle,,3902-030,0
Below the Line,Detalle,PREP,3902-031,74117.4
Below the Line,Detalle,SHOOT,3902-032,555880.5
Below the Line,Detalle,WRAP,3902-033,15882.3
Below the Line,Detalle,,3902-036,0
Below the Line,Detalle,2nd Unit,3902-037,22689
Below the Line,Detalle,2nd Unit,3902-038,157310.4
Below the Line,Detalle,2nd Unit,3902-039,6806.7
Below the Line,Detalle,,3902-042,0
Below the Line,Detalle,SHOOT,3902-043,28800
Below the Line,Detalle,2nd Unit,3902-044,4880
Below the Line,Detalle,,3902-047,0
Below the Line,Detalle,SHOOT,3902-048,41720
Below the Line,Detalle,,3902-051,0
Below the Line,Detalle,2nd Unit,3902-052,8940
Below the Line,Detalle,,3902-055,0
Below the Line,Detalle,ALL SHOW,3902-056,84130.2
Below the Line,Detalle,ALL SHOW,3902-057,18516.6
Below the Line,Detalle,,3902-060,0
Below the Line,Detalle,ALL SHOW,3902-061,20756.36
Below the Line,Detalle,,3902-064,0
Below the Line,Detalle,ALL SHOW,3902-065,12000
Below the Line,Sub cuenta,,3903,1037944
Below the Line,Detalle,,3903-002,0
Below the Line,Detalle,PREP,3903-003,46446.4
Below the Line,Detalle,SHOOT,3903-004,104504.4
Below the Line,Detalle,SHOOT,3903-005,165880
Below the Line,Detalle,WRAP,3903-006,29029
Below the Line,Detalle,,3903-009,0
Below the Line,Detalle,2nd Unit,3903-010,44787.6
Below the Line,Detalle,2nd Unit,3903-011,19905.6
Below the Line,Detalle,2nd Unit,3903-012,0
Below the Line,Detalle,,3903-015,0
Below the Line,Detalle,PREP,3903-016,13933.92
Below the Line,Detalle,SHOOT,3903-017,41801.76
Below the Line,Detalle,WRAP,3903-018,6966.96
Below the Line,Detalle,,3903-021,0
Below the Line,Detalle,2nd Unit,3903-022,23223.2
Below the Line,Detalle,2nd Unit,3903-023,19905.6
Below the Line,Detalle,2nd Unit,3903-024,0
Below the Line,Detalle,,3903-027,0
Below the Line,Detalle,PREP,3903-028,34834.8
Below the Line,Detalle,SHOOT,3903-029,184126.8
Below the Line,Detalle,WRAP,3903-030,17417.4
Below the Line,Detalle,,3903-033,0
Below the Line,Detalle,2nd Unit,3903-034,23223.2
Below the Line,Detalle,2nd Unit,3903-035,15924.48
Below the Line,Detalle,2nd Unit,3903-036,0
Below the Line,Detalle,,3903-039,0
Below the Line,Detalle,SHOOT,3903-040,59716.8
Below the Line,Detalle,SHOOT,3903-041,59716.8
Below the Line,Detalle,SHOOT,3903-042,59716.8
Below the Line,Detalle,,3903-045,0
Below the Line,Detalle,2nd Unit,3903-046,8294
Below the Line,Detalle,2nd Unit,3903-047,8294
Below the Line,Detalle,2nd Unit,3903-048,8294
Below the Line,Detalle,,3903-051,0
Below the Line,Detalle,SHOOT,3903-052,42000
Below the Line,Sub cuenta,,3904,10000
Below the Line,Detalle,,3904-002,0
Below the Line,Detalle,ALL SHOW,3904-003,10000
Below the Line,Sub cuenta,,3936,225160
Below the Line,Detalle,,3936-002,0
Below the Line,Detalle,ALL SHOW,3936-003,63800
Below the Line,Detalle,ALL SHOW,3936-004,63800
Below the Line,Detalle,,3936-007,0
Below the Line,Detalle,2nd Unit,3936-008,33000
Below the Line,Detalle,2nd Unit,3936-009,33000
Below the Line,Detalle,,3936-012,0
Below the Line,Detalle,ALL SHOW,3936-013,9468
Below the Line,Detalle,ALL SHOW,3936-014,9468
Below the Line,Detalle,,3936-017,0
Below the Line,Detalle,2nd Unit,3936-018,6312
Below the Line,Detalle,2nd Unit,3936-019,6312
Below the Line,Sub cuenta,,3999,120931.84999999999
Below the Line,Detalle,Fringes,3999-001,120931.84999999999
Below the Line,Cuenta General,,4100,1451938
Below the Line,Sub cuenta,,4180,1451938
Below the Line,Detalle,,4180-002,0
Below the Line,Detalle,ALL SHOW,4180-003,1451938.3
Post,Cuenta General,,5000,4891351
Post,Sub cuenta,,5001,1355250
Post,Detalle,,5001-002,0
Post,Detalle,PREP,5001-003,10000
Post,Detalle,POST,5001-004,475000
Post,Detalle,,5001-007,0
Post,Detalle,POST,5001-008,288000
Post,Detalle,,5001-011,0
Post,Detalle,POST,5001-012,288000
Post,Detalle,,5001-015,0
Post,Detalle,POST,5001-016,288000
Post,Detalle,,5001-019,0
Post,Detalle,,5001-021,0
Post,Detalle,ALL SHOW,5001-022,6250
Post,Detalle,ALL SHOW,5001-024,
Post,Sub cuenta,,5002,435500
Post,Detalle,,5002-002,0
Post,Detalle,POST,5002-003,180500
Post,Detalle,,5002-006,0
Post,Detalle,POST,5002-007,150000
Post,Detalle,,5002-010,0
Post,Detalle,POST,5002-011,105000
Post,Sub cuenta,,5009,638000
Post,Detalle,,5009-002,0
Post,Detalle,,5009-003,0
Post,Detalle,PREP,5009-004,66000
Post,Detalle,POST,5009-005,572000
Post,Sub cuenta,,5010,319000
Post,Detalle,,5010-002,0
Post,Detalle,,5010-003,0
Post,Detalle,PREP,5010-004,33000
Post,Detalle,POST,5010-005,286000
Post,Sub cuenta,,5011,194200
Post,Detalle,,5011-002,0
Post,Detalle,PREP,5011-003,3000
Post,Detalle,POST,5011-004,187200
Post,Detalle,,5011-007,0
Post,Detalle,,5011-009,0
Post,Detalle,ALL SHOW,5011-010,4000
Post,Sub cuenta,,5018,96400
Post,Detalle,,5018-002,0
Post,Detalle,POST,5018-003,96000
Post,Detalle,,5018-006,0
Post,Detalle,,5018-007,0
Post,Detalle,ALL SHOW,5018-008,400
Post,Sub cuenta,,5022,1738000
Post,Detalle,,5022-002,0
Post,Detalle,,5022-004,0
Post,Detalle,POST,5022-005,52000
Post,Detalle,,5022-008,0
Post,Detalle,PREP,5022-009,3000
Post,Detalle,POST,5022-010,312000
Post,Detalle,,5022-013,0
Post,Detalle,POST,5022-014,150000
Post,Detalle,,5022-017,0
Post,Detalle,PREP,5022-018,5000
Post,Detalle,POST,5022-019,117000
Post,Detalle,,5022-022,0
Post,Detalle,POST,5022-023,208000
Post,Detalle,,5022-026,0
Post,Detalle,POST,5022-027,208000
Post,Detalle,,5022-030,0
Post,Detalle,POST,5022-031,208000
Post,Detalle,,5022-034,0
Post,Detalle,POST,5022-035,152000
Post,Detalle,,5022-038,0
Post,Detalle,POST,5022-039,180000
Post,Detalle,,5022-042,0
Post,Detalle,POST,5022-043,126000
Post,Detalle,,5022-046,0
Post,Detalle,,5022-048,0
Post,Detalle,ALL SHOW,5022-049,12000
Post,Detalle,,5022-052,0
Post,Detalle,ALL SHOW,5022-053,5000
Post,Sub cuenta,,5024,115001
Post,Detalle,,5024-002,0
Post,Detalle,ALL SHOW,5024-003,115001.46
Post,Cuenta General,,5100,2206500
Post,Sub cuenta,,5101,324000
Post,Detalle,,5101-002,0
Post,Detalle,POST,5101-003,140000
Post,Detalle,,5101-006,0
Post,Detalle,POST,5101-007,168000
Post,Detalle,,5101-010,0
Post,Detalle,POST,5101-011,16000
Post,Sub cuenta,,5105,1179000
Post,Detalle,,5105-002,0
Post,Detalle,PREP,5105-003,10000
Post,Detalle,POST,5105-004,264000
Post,Detalle,,5105-007,0
Post,Detalle,POST,5105-008,900000
Post,Detalle,,5105-011,0
Post,Detalle,PREP,5105-012,5000
Post,Sub cuenta,,5109,80000
Post,Detalle,,5109-002,0
Post,Detalle,POST,5109-003,80000
Post,Sub cuenta,,5110,216000
Post,Detalle,,5110-002,0
Post,Detalle,POST,5110-003,200000
Post,Detalle,POST,5110-004,16000
Post,Sub cuenta,,5113,160000
Post,Detalle,,5113-002,0
Post,Detalle,POST,5113-003,160000
Post,Sub cuenta,,5120,200000
Post,Detalle,,5120-002,0
Post,Detalle,ALL SHOW,5120-003,200000
Post,Sub cuenta,,5197,47500
Post,Detalle,,5197-002,0
Post,Detalle,ALL SHOW,5197-003,47500
Post,Cuenta General,,5200,1843600
Post,Sub cuenta,,5201,612000
Post,Detalle,,5201-002,0
Post,Detalle,POST,5201-003,252000
Post,Detalle,,5201-006,0
Post,Detalle,,5201-007,0
Post,Detalle,POST,5201-008,126000
Post,Detalle,,5201-011,0
Post,Detalle,,5201-012,0
Post,Detalle,POST,5201-013,126000
Post,Detalle,,5201-016,0
Post,Detalle,POST,5201-017,108000
Post,Detalle,,5201-020,0
Post,Detalle,,5201-021,0
Post,Detalle,POST,5201-022,0
Post,Detalle,,5201-025,0
Post,Detalle,POST,5201-026,0
Post,Detalle,,5201-029,0
Post,Detalle,POST,5201-030,0
Post,Sub cuenta,,5202,59000
Post,Detalle,,5202-002,0
Post,Detalle,POST,5202-003,56000
Post,Detalle,,5202-006,0
Post,Detalle,,5202-007,0
Post,Detalle,ALL SHOW,5202-008,3000
Post,Sub cuenta,,5203,126000
Post,Detalle,,5203-002,0
Post,Detalle,POST,5203-003,126000
Post,Sub cuenta,,5207,255000
Post,Detalle,,5207-002,0
Post,Detalle,POST,5207-003,250000
Post,Detalle,,5207-006,0
Post,Detalle,,5207-007,0
Post,Detalle,ALL SHOW,5207-008,5000
Post,Sub cuenta,,5209,57600
Post,Detalle,,5209-002,0
Post,Detalle,POST,5209-003,57600
Post,Sub cuenta,,5221,0
Post,Detalle,,5221-001,0
Post,Sub cuenta,,5222,734000
Post,Detalle,,5222-002,0
Post,Detalle,POST,5222-003,162000
Post,Detalle,POST,5222-004,81000
Post,Detalle,POST,5222-005,81000
Post,Detalle,POST,5222-006,81000
Post,Detalle,POST,5222-007,36000
Post,Detalle,POST,5222-008,180000
Post,Detalle,POST,5222-009,108000
Post,Detalle,,5222-012,0
Post,Detalle,,5222-014,0
Post,Detalle,ALL SHOW,5222-015,5000
Post,Cuenta General,,5300,80000
Post,Sub cuenta,,5301,80000
Post,Detalle,,5301-002,0
Post,Detalle,POST,5301-003,80000
Post,Cuenta General,,5400,100000
Post,Sub cuenta,,5402,100000
Post,Detalle,,5402-002,0
Post,Detalle,POST,5402-003,100000
Post,Cuenta General,,6000,3833200
Post,Sub cuenta,,6001,739200
Post,Detalle,,6001-002,0
Post,Detalle,,6001-003,0
Post,Detalle,,6001-004,0
Post,Detalle,POST,6001-005,739200
Post,Sub cuenta,,6002,294000
Post,Detalle,,6002-002,0
Post,Detalle,,6002-003,0
Post,Detalle,POST,6002-004,294000
Post,Sub cuenta,,6004,2800000
Post,Detalle,,6004-002,0
Post,Detalle,ALL SHOW,6004-003,1440000
Post,Detalle,ALL SHOW,6004-004,800000
Post,Detalle,ALL SHOW,6004-005,560000
Post,Cuenta General,,6100,1452334
Post,Sub cuenta,,6101,368000
Post,Detalle,,6101-002,0
Post,Detalle,SHOOT,6101-003,100000
Post,Detalle,,6101-006,0
Post,Detalle,PREP,6101-007,10000
Post,Detalle,SHOOT,6101-008,70000
Post,Detalle,2nd Unit,6101-009,20000
Post,Detalle,,6101-012,0
Post,Detalle,POST,6101-013,168000
Post,Sub cuenta,,6102,240000
Post,Detalle,,6102-002,0
Post,Detalle,POST,6102-003,240000
Post,Sub cuenta,,6103,216000
Post,Detalle,,6103-002,0
Post,Detalle,POST,6103-003,216000
Post,Sub cuenta,,6136,1127850
Post,Detalle,,6136-002,0
Post,Detalle,,6136-004,0
Post,Detalle,POST,6136-005,400000
Post,Detalle,,6136-008,0
Post,Detalle,SHOOT,6136-009,100000
Post,Detalle,SHOOT,6136-010,30000
Post,Detalle,,6136-013,0
Post,Detalle,SHOOT,6136-014,40000
Post,Detalle,,6136-017,0
Post,Detalle,,6136-019,0
Post,Detalle,POST,6136-020,3150
Post,Detalle,POST,6136-021,6300
Post,Detalle,POST,6136-022,4000
Post,Detalle,POST,6136-023,6300
Post,Detalle,POST,6136-024,24000
Post,Detalle,POST,6136-025,12000
Post,Detalle,POST,6136-026,12000
Post,Detalle,POST,6136-027,12000
Post,Detalle,POST,6136-028,6300
Post,Detalle,POST,6136-029,3150
Post,Detalle,POST,6136-030,3150
Post,Detalle,POST,6136-031,3150
Post,Detalle,,6136-034,0
Post,Detalle,POST,6136-035,6300
Post,Detalle,POST,6136-036,6300
Post,Detalle,POST,6136-037,3675
Post,Detalle,POST,6136-038,3675
Post,Detalle,POST,6136-039,3675
Post,Detalle,POST,6136-040,3150
Post,Detalle,POST,6136-041,3150
Post,Detalle,POST,6136-042,3150
Post,Detalle,POST,6136-043,12600
Post,Detalle,POST,6136-044,3150
Post,Detalle,POST,6136-045,6300
Post,Detalle,,6136-048,0
Post,Detalle,POST,6136-049,3150
Post,Detalle,POST,6136-050,3675
Post,Detalle,POST,6136-051,6300
Post,Detalle,POST,6136-052,12000
Post,Detalle,POST,6136-053,3150
Post,Detalle,POST,6136-054,6300
Post,Detalle,POST,6136-055,3150
Post,Detalle,POST,6136-056,8000
Post,Detalle,POST,6136-057,3150
Post,Detalle,POST,6136-058,3675
Post,Detalle,POST,6136-059,40000
Post,Detalle,POST,6136-060,3675
Post,Detalle,POST,6136-061,20000
Post,Detalle,POST,6136-062,3675
Post,Detalle,POST,6136-063,3675
Post,Detalle,POST,6136-064,3675
Post,Detalle,POST,6136-065,12000
Post,Detalle,POST,6136-066,12000
Post,Detalle,,6136-069,0
Post,Detalle,POST,6136-070,3150
Post,Detalle,POST,6136-071,3675
Post,Detalle,POST,6136-072,3675
Post,Detalle,POST,6136-073,3675
Post,Detalle,POST,6136-074,15000
Post,Detalle,POST,6136-075,15000
Post,Detalle,,6136-078,0
Post,Detalle,POST,6136-079,7350
Post,Detalle,POST,6136-080,3675
Post,Detalle,POST,6136-081,7350
Post,Detalle,POST,6136-082,6300
Post,Detalle,POST,6136-083,3675
Post,Detalle,POST,6136-084,7300
Post,Detalle,POST,6136-085,9450
Post,Detalle,POST,6136-086,9450
Post,Detalle,POST,6136-087,20000
Post,Detalle,,6136-090,0
Post,Detalle,POST,6136-091,3150
Post,Detalle,POST,6136-092,3675
Post,Detalle,POST,6136-093,7350
Post,Detalle,POST,6136-094,3150
Post,Detalle,POST,6136-095,3675
Post,Detalle,POST,6136-096,3675
Post,Detalle,POST,6136-097,7350
Post,Detalle,,6136-100,0
Post,Detalle,POST,6136-101,3150
Post,Detalle,POST,6136-102,3150
Post,Detalle,POST,6136-103,3675
Post,Detalle,POST,6136-104,3675
Post,Detalle,POST,6136-105,3150
Post,Detalle,POST,6136-106,3675
Post,Detalle,POST,6136-107,48000
Post,Detalle,,6136-110,0
Post,Detalle,POST,6136-111,3675
Post,Detalle,POST,6136-112,11025
Post,Detalle,POST,6136-113,3675
Post,Detalle,POST,6136-114,3675
Post,Detalle,POST,6136-115,3675
Post,Detalle,POST,6136-116,3675
Post,Detalle,POST,6136-117,3675
Post,Detalle,POST,6136-118,3675
Post,Sub cuenta,,6137,-849516
Post,Detalle,,6137-002,0
Post,Detalle,POST,6137-003,-849515.52
Post,Sub cuenta,,6149,350000
Post,Detalle,,6149-002,0
Post,Detalle,POST,6149-003,350000
Others,Cuenta General,,7000,13503510
Others,Sub cuenta,,7001,149875
Others,Detalle,,7001-002,0
Others,Detalle,SOFT,7001-003,6875
Others,Detalle,PREP,7001-004,49500
Others,Detalle,SHOOT,7001-005,38500
Others,Detalle,WRAP,7001-006,22000
Others,Detalle,POST,7001-007,33000
Others,Sub cuenta,,7002,68000
Others,Detalle,,7002-002,0
Others,Detalle,PREP,7002-003,60000
Others,Detalle,,7002-006,0
Others,Detalle,ALL SHOW,7002-007,4000
Others,Detalle,ALL SHOW,7002-008,4000
Others,Sub cuenta,,7003,11643574
Others,Detalle,,7003-002,0
Others,Detalle,,7003-003,0
Others,Detalle,ALL SHOW,7003-004,11643573.8
Others,Sub cuenta,,7007,464182
Others,Detalle,,7007-002,0
Others,Detalle,PREP,7007-003,45000
Others,Detalle,SHOOT,7007-004,337500
Others,Detalle,WRAP,7007-005,67500
Others,Detalle,,7007-008,0
Others,Detalle,ALL SHOW,7007-009,14182
Others,Sub cuenta,,7008,18700
Others,Detalle,,7008-002,0
Others,Detalle,ALL SHOW,7008-003,18700
Others,Sub cuenta,,7038,296000
Others,Detalle,,7038-002,0
Others,Detalle,DEVELOPMENT,7038-003,3000
Others,Detalle,DEVELOPMENT,7038-004,3000
Others,Detalle,,7038-007,0
Others,Detalle,ALL SHOW,7038-008,40000
Others,Detalle,ALL SHOW,7038-009,250000
Others,Sub cuenta,,7050,273000
Others,Detalle,,7050-002,0
Others,Detalle,ALL SHOW,7050-003,220000
Others,Detalle,ALL SHOW,7050-004,28000
Others,Detalle,ALL SHOW,7050-005,25000
Others,Sub cuenta,,7080,8000
Others,Detalle,,7080-002,0
Others,Detalle,ALL SHOW,7080-003,8000
Others,Sub cuenta,,7094,582179
Others,Detalle,,7094-002,0
Others,Detalle,ALL SHOW,7094-003,582177.37
Others,Cuenta General,,7200,1485676
Others,Sub cuenta,,7201,1324376
Others,Detalle,,7201-002,0
Others,Detalle,ALL SHOW,7201-003,1276536
Others,Detalle,,7201-006,0
Others,Detalle,SHOOT,7201-007,47840
Others,Detalle,ALL SHOW,7201-008,
Others,Sub cuenta,,7216,50000
Others,Detalle,,7216-002,0
Others,Detalle,COVID,7216-003,50000
Others,Sub cuenta,,7217,111300
Others,Detalle,,7217-002,0
Others,Detalle,COVID,7217-003,47400
Others,Detalle,COVID,7217-004,47400
Others,Detalle,COVID,7217-005,16500
Others,Sub cuenta,,7230,0
Others,Detalle,,7230-001,0
Others,Detalle,,7230-002,0
Others,Detalle,,7230-003,0
Others,Detalle,,7230-004,0
Others,Detalle,,7230-005,0
